"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"302OLP89E272GUA92T9CYJRT69HACR","3Q5AG2X64U1J7VYHK5Z3II3AK9TMVO","Watch pairs of videos and indicate your preferences (paired comparison)","This is a survey on audio-video preferences for an academic study","survey, video, audio, comparison, paired comparison","$5.00","Mon Jun 14 14:06:53 PDT 2021","120","BatchId:4476077;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 16 14:06:53 PDT 2021","","","30BUDKLTXGWNU5G0TQTS5G7XE8V5E7","A18MC27WTCEBA2","Submitted","Mon Jun 14 14:08:06 PDT 2021","Mon Jun 14 14:51:02 PDT 2021","Thu Jun 17 14:51:02 PDT 2021","","","","2576","0% (0/0)","0% (0/0)","0% (0/0)","A18MC27WTCEBA2"
"302OLP89E272GUA92T9CYJRT69HACR","3Q5AG2X64U1J7VYHK5Z3II3AK9TMVO","Watch pairs of videos and indicate your preferences (paired comparison)","This is a survey on audio-video preferences for an academic study","survey, video, audio, comparison, paired comparison","$5.00","Mon Jun 14 14:06:53 PDT 2021","120","BatchId:4476077;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 16 14:06:53 PDT 2021","","","30LB5CDZNFBMATLVS71T9VCOL6M0ZG","A2MPA5OAT635HG","Submitted","Mon Jun 14 19:41:54 PDT 2021","Mon Jun 14 20:22:28 PDT 2021","Thu Jun 17 20:22:28 PDT 2021","","","","2434","0% (0/0)","0% (0/0)","0% (0/0)","54127"
"302OLP89E272GUA92T9CYJRT69HACR","3Q5AG2X64U1J7VYHK5Z3II3AK9TMVO","Watch pairs of videos and indicate your preferences (paired comparison)","This is a survey on audio-video preferences for an academic study","survey, video, audio, comparison, paired comparison","$5.00","Mon Jun 14 14:06:53 PDT 2021","120","BatchId:4476077;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 16 14:06:53 PDT 2021","","","317HQ483IAT30ZOST9F5KC5BXM1NIN","AVXEDARJC5HLU","Submitted","Mon Jun 14 14:06:57 PDT 2021","Mon Jun 14 15:05:18 PDT 2021","Thu Jun 17 15:05:18 PDT 2021","","","","3501","0% (0/0)","0% (0/0)","0% (0/0)","No code given. On last screen was: We thank you for your time spent taking this survey. Your response has been recorded."
"302OLP89E272GUA92T9CYJRT69HACR","3Q5AG2X64U1J7VYHK5Z3II3AK9TMVO","Watch pairs of videos and indicate your preferences (paired comparison)","This is a survey on audio-video preferences for an academic study","survey, video, audio, comparison, paired comparison","$5.00","Mon Jun 14 14:06:53 PDT 2021","120","BatchId:4476077;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 16 14:06:53 PDT 2021","","","31HQ4X3T3VB26DO3M8T4BM791P3SLI","A3FGT6EU39C6S4","Submitted","Mon Jun 14 14:07:00 PDT 2021","Mon Jun 14 14:47:45 PDT 2021","Thu Jun 17 14:47:45 PDT 2021","","","","2445","0% (0/0)","0% (0/0)","0% (0/0)","A3FGT6EU39C6S4"
"302OLP89E272GUA92T9CYJRT69HACR","3Q5AG2X64U1J7VYHK5Z3II3AK9TMVO","Watch pairs of videos and indicate your preferences (paired comparison)","This is a survey on audio-video preferences for an academic study","survey, video, audio, comparison, paired comparison","$5.00","Mon Jun 14 14:06:53 PDT 2021","120","BatchId:4476077;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 16 14:06:53 PDT 2021","","","323Q6SJS8LHRGC0RP3E7CVVNVIAHFR","A1L8RL58MYU4NC","Submitted","Mon Jun 14 15:51:08 PDT 2021","Mon Jun 14 16:09:45 PDT 2021","Thu Jun 17 16:09:45 PDT 2021","","","","1117","0% (0/0)","0% (0/0)","0% (0/0)","69778"
"302OLP89E272GUA92T9CYJRT69HACR","3Q5AG2X64U1J7VYHK5Z3II3AK9TMVO","Watch pairs of videos and indicate your preferences (paired comparison)","This is a survey on audio-video preferences for an academic study","survey, video, audio, comparison, paired comparison","$5.00","Mon Jun 14 14:06:53 PDT 2021","120","BatchId:4476077;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 16 14:06:53 PDT 2021","","","32AT8R96GOA5P3BXVML5293SEGWSUC","A3N0QZ9ZKUCTCQ","Submitted","Mon Jun 14 14:07:36 PDT 2021","Mon Jun 14 14:34:14 PDT 2021","Thu Jun 17 14:34:14 PDT 2021","","","","1598","0% (0/0)","0% (0/0)","0% (0/0)","I completed the survey but there was no code at the end. Prior to the final page, there is a page with the text ""Click to write the question next"""
"302OLP89E272GUA92T9CYJRT69HACR","3Q5AG2X64U1J7VYHK5Z3II3AK9TMVO","Watch pairs of videos and indicate your preferences (paired comparison)","This is a survey on audio-video preferences for an academic study","survey, video, audio, comparison, paired comparison","$5.00","Mon Jun 14 14:06:53 PDT 2021","120","BatchId:4476077;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 16 14:06:53 PDT 2021","","","32AT8R96GOA5P3BXVML5293SEGZUSH","ASTDBTVY3WP1K","Submitted","Mon Jun 14 14:38:16 PDT 2021","Mon Jun 14 15:18:23 PDT 2021","Thu Jun 17 15:18:23 PDT 2021","","","","2407","0% (0/0)","0% (0/0)","0% (0/0)","ASTDBTVY3WP1K (no code provided; sent message via mturk)"
"302OLP89E272GUA92T9CYJRT69HACR","3Q5AG2X64U1J7VYHK5Z3II3AK9TMVO","Watch pairs of videos and indicate your preferences (paired comparison)","This is a survey on audio-video preferences for an academic study","survey, video, audio, comparison, paired comparison","$5.00","Mon Jun 14 14:06:53 PDT 2021","120","BatchId:4476077;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 16 14:06:53 PDT 2021","","","32Q90QCQ1VMQCO130DXY75QFBYBEKM","A1IU5OP7BBZHZ7","Submitted","Mon Jun 14 18:15:36 PDT 2021","Mon Jun 14 19:06:10 PDT 2021","Thu Jun 17 19:06:10 PDT 2021","","","","3034","0% (0/0)","0% (0/0)","0% (0/0)","81659"
"302OLP89E272GUA92T9CYJRT69HACR","3Q5AG2X64U1J7VYHK5Z3II3AK9TMVO","Watch pairs of videos and indicate your preferences (paired comparison)","This is a survey on audio-video preferences for an academic study","survey, video, audio, comparison, paired comparison","$5.00","Mon Jun 14 14:06:53 PDT 2021","120","BatchId:4476077;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 16 14:06:53 PDT 2021","","","33NF62TLXM3YN4NVEE8P4L37G6OJKT","A1KFK92GEFQ9F5","Submitted","Mon Jun 14 14:34:13 PDT 2021","Mon Jun 14 15:06:04 PDT 2021","Thu Jun 17 15:06:04 PDT 2021","","","","1911","0% (0/0)","0% (0/0)","0% (0/0)","We thank you for your time spent taking this survey. Your response has been recorded."
"302OLP89E272GUA92T9CYJRT69HACR","3Q5AG2X64U1J7VYHK5Z3II3AK9TMVO","Watch pairs of videos and indicate your preferences (paired comparison)","This is a survey on audio-video preferences for an academic study","survey, video, audio, comparison, paired comparison","$5.00","Mon Jun 14 14:06:53 PDT 2021","120","BatchId:4476077;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 16 14:06:53 PDT 2021","","","33PPO7FECYGUENXF4F12O7THJIJDIF","A70L26UXLTGLC","Submitted","Mon Jun 14 17:43:34 PDT 2021","Mon Jun 14 18:05:39 PDT 2021","Thu Jun 17 18:05:39 PDT 2021","","","","1325","0% (0/0)","0% (0/0)","0% (0/0)","91050"
"302OLP89E272GUA92T9CYJRT69HACR","3Q5AG2X64U1J7VYHK5Z3II3AK9TMVO","Watch pairs of videos and indicate your preferences (paired comparison)","This is a survey on audio-video preferences for an academic study","survey, video, audio, comparison, paired comparison","$5.00","Mon Jun 14 14:06:53 PDT 2021","120","BatchId:4476077;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 16 14:06:53 PDT 2021","","","33PPO7FECYGUENXF4F12O7THJISDIO","A1NF6PELRKACS9","Submitted","Mon Jun 14 19:29:09 PDT 2021","Mon Jun 14 20:04:09 PDT 2021","Thu Jun 17 20:04:09 PDT 2021","","","","2100","0% (0/0)","0% (0/0)","0% (0/0)","45590"
"302OLP89E272GUA92T9CYJRT69HACR","3Q5AG2X64U1J7VYHK5Z3II3AK9TMVO","Watch pairs of videos and indicate your preferences (paired comparison)","This is a survey on audio-video preferences for an academic study","survey, video, audio, comparison, paired comparison","$5.00","Mon Jun 14 14:06:53 PDT 2021","120","BatchId:4476077;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 16 14:06:53 PDT 2021","","","3483FV8BEHKRIT4Y5P8WVLC8D0G62M","A1SZCPDUF1M409","Submitted","Mon Jun 14 14:09:16 PDT 2021","Mon Jun 14 14:41:15 PDT 2021","Thu Jun 17 14:41:15 PDT 2021","","","","1919","0% (0/0)","0% (0/0)","0% (0/0)","A1SZCPDUF1M409"
"302OLP89E272GUA92T9CYJRT69HACR","3Q5AG2X64U1J7VYHK5Z3II3AK9TMVO","Watch pairs of videos and indicate your preferences (paired comparison)","This is a survey on audio-video preferences for an academic study","survey, video, audio, comparison, paired comparison","$5.00","Mon Jun 14 14:06:53 PDT 2021","120","BatchId:4476077;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 16 14:06:53 PDT 2021","","","34T446B1C3F920AL0THLYXB3CP60CP","AUQTHU5AOZVQC","Submitted","Mon Jun 14 20:44:48 PDT 2021","Mon Jun 14 21:32:27 PDT 2021","Thu Jun 17 21:32:27 PDT 2021","","","","2859","0% (0/0)","0% (0/0)","0% (0/0)","83215"
"302OLP89E272GUA92T9CYJRT69HACR","3Q5AG2X64U1J7VYHK5Z3II3AK9TMVO","Watch pairs of videos and indicate your preferences (paired comparison)","This is a survey on audio-video preferences for an academic study","survey, video, audio, comparison, paired comparison","$5.00","Mon Jun 14 14:06:53 PDT 2021","120","BatchId:4476077;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 16 14:06:53 PDT 2021","","","34Z02EIMIVEQOHCWMFCBN7B70B30T5","A2UTHXLZL8TNBK","Submitted","Mon Jun 14 20:09:53 PDT 2021","Mon Jun 14 20:32:05 PDT 2021","Thu Jun 17 20:32:05 PDT 2021","","","","1332","0% (0/0)","0% (0/0)","0% (0/0)","50576"
"302OLP89E272GUA92T9CYJRT69HACR","3Q5AG2X64U1J7VYHK5Z3II3AK9TMVO","Watch pairs of videos and indicate your preferences (paired comparison)","This is a survey on audio-video preferences for an academic study","survey, video, audio, comparison, paired comparison","$5.00","Mon Jun 14 14:06:53 PDT 2021","120","BatchId:4476077;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 16 14:06:53 PDT 2021","","","358UUM7WR24RQDZO3PSP27KCK3I7R3","A2O2Q0LVWOWJ1G","Submitted","Mon Jun 14 14:28:26 PDT 2021","Mon Jun 14 14:46:20 PDT 2021","Thu Jun 17 14:46:20 PDT 2021","","","","1074","0% (0/0)","0% (0/0)","0% (0/0)","A2O2Q0LVWOWJ1G"
"302OLP89E272GUA92T9CYJRT69HACR","3Q5AG2X64U1J7VYHK5Z3II3AK9TMVO","Watch pairs of videos and indicate your preferences (paired comparison)","This is a survey on audio-video preferences for an academic study","survey, video, audio, comparison, paired comparison","$5.00","Mon Jun 14 14:06:53 PDT 2021","120","BatchId:4476077;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 16 14:06:53 PDT 2021","","","358UUM7WR24RQDZO3PSP27KCK4ZR76","AJZBAP861F6X1","Submitted","Tue Jun 15 01:05:49 PDT 2021","Tue Jun 15 01:39:18 PDT 2021","Fri Jun 18 01:39:18 PDT 2021","","","","2009","0% (0/0)","0% (0/0)","0% (0/0)","39131"
